ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,datetime,temporada,elo_mandante_antes,elo_visitante_antes
2382,6,14/06/2008,16:10,Figueirense,Sport,,,,,Figueirense, Orlando Scarpelli,3,1,SC,PE,2008-06-14 16:10:00,2008,1498.868580279878,1509.695464816517
2386,6,14/06/2008,18:20,Goias,Gremio,,,,,Gremio, Serra Dourada,0,3,GO,RS,2008-06-14 18:20:00,2008,1435.9974081304968,1551.0533638627783
2385,6,14/06/2008,18:20,Nautico,Vasco,,,,,-,  Arruda,1,1,PE,RJ,2008-06-14 18:20:00,2008,1525.629891952162,1505.898025353443
2384,6,14/06/2008,18:20,Coritiba,Vitoria,,,,,-, Couto Pereira,0,0,PR,BA,2008-06-14 18:20:00,2008,1438.6543454509829,1449.8281054222134
2383,6,14/06/2008,18:20,Portuguesa,Athletico-PR,,,,,Portuguesa,Canindé,1,0,SP,PR,2008-06-14 18:20:00,2008,1438.2150286827136,1538.8332414290985
2387,7,21/06/2008,18:20,Botafogo-RJ,Portuguesa,,,,,Portuguesa,Engenhão,0,1,RJ,SP,2008-06-21 18:20:00,2008,1483.1327770202845,1458.723331225733
2388,7,21/06/2008,18:20,Sao Paulo,Sport,,,,,Sao Paulo, Morumbi,1,0,SP,PE,2008-06-21 18:20:00,2008,1599.2734240885327,1493.1970296887127
2389,7,21/06/2008,18:20,Cruzeiro,Figueirense,,,,,Cruzeiro, Mineirão,3,0,MG,SC,2008-06-21 18:20:00,2008,1545.7525863913,1515.3670154076822
2390,7,21/06/2008,18:20,Coritiba,Fluminense,,,,,Coritiba, Couto Pereira,2,1,PR,RJ,2008-06-21 18:20:00,2008,1439.168738778935,1487.9960267577474
2391,7,22/06/2008,16:00,Ipatinga,Flamengo,,,,,Flamengo,  Ipatingão,1,3,MG,RJ,2008-06-22 16:00:00,2008,1424.506892217149,1595.623450531215
2392,7,22/06/2008,16:00,Vitoria,Internacional,,,,,Vitoria, Barradão,2,1,BA,RS,2008-06-22 16:00:00,2008,1449.3137120942613,1500.640234660325
2393,7,22/06/2008,16:00,Vasco,Palmeiras,,,,,Palmeiras, São Januário,0,2,RJ,SP,2008-06-22 16:00:00,2008,1506.805735681986,1523.0651662535547
2394,7,22/06/2008,18:10,Gremio,Athletico-PR,,,,,Gremio, Olímpico,3,0,RS,PR,2008-06-22 18:10:00,2008,1561.9403942203562,1518.324938886079
2395,7,22/06/2008,18:10,Santos,Goias,,,,,Goias, Vila Belmiro,0,4,SP,GO,2008-06-22 18:10:00,2008,1506.5521874470921,1425.1103777729188
2396,7,22/06/2008,18:10,Nautico,Atletico-MG,,,,,Nautico,  Arruda,2,1,PE,MG,2008-06-22 18:10:00,2008,1524.722181623619,1532.055913117717
2397,8,28/06/2008,18:20,Vasco,Ipatinga,,,,,Vasco, São Januário,4,2,RJ,MG,2008-06-28 18:20:00,2008,1491.553963981578,1415.8062318478696
2398,8,28/06/2008,18:20,Vitoria,Goias,,,,,Vitoria, Barradão,3,0,BA,GO,2008-06-28 18:20:00,2008,1467.6603396326755,1444.7936947950973
2399,8,28/06/2008,18:20,Portuguesa,Santos,,,,,-,Canindé,0,0,SP,SP,2008-06-28 18:20:00,2008,1475.8455819105031,1486.8688704249137
2403,8,29/06/2008,16:00,Athletico-PR,Coritiba,,,,,-,  Kyocera Arena,1,1,PR,PR,2008-06-29 16:00:00,2008,1504.3230198367867,1457.4026310361871
2402,8,29/06/2008,16:00,Sport,Flamengo,,,,,Flamengo,Ilha do Retiro,1,2,PE,RJ,2008-06-29 16:00:00,2008,1481.9356958255091,1604.3241109004944
2401,8,29/06/2008,16:00,Figueirense,Atletico-MG,,,,,-, Orlando Scarpelli,1,1,SC,MG,2008-06-29 16:00:00,2008,1500.7627659293194,1515.7182324517212
2400,8,29/06/2008,16:00,Cruzeiro,Sao Paulo,,,,,-, Mineirão,1,1,MG,SP,2008-06-29 16:00:00,2008,1560.3568358696627,1610.5347579517363
2404,8,29/06/2008,18:10,Gremio,Internacional,,,,,-, Olímpico,1,1,RS,RS,2008-06-29 18:10:00,2008,1575.9423132696486,1482.2936071219108
2405,8,29/06/2008,18:10,Fluminense,Botafogo-RJ,,,,,-, Maracanã,0,0,RJ,RJ,2008-06-29 18:10:00,2008,1469.7621345004952,1466.0105263355144
2406,8,29/06/2008,18:10,Palmeiras,Nautico,,,,,Palmeiras,Palestra Itália,2,0,SP,PE,2008-06-29 18:10:00,2008,1538.316937953963,1541.0598622896148
2407,9,05/07/2008,18:10,Sport,Cruzeiro,,,,,Sport,Ilha do Retiro,1,0,PE,MG,2008-07-05 18:10:00,2008,1471.3497794873697,1562.651681274877
2408,9,05/07/2008,18:10,Athletico-PR,Santos,,,,,Athletico-PR,  Kyocera Arena,1,0,PR,SP,2008-07-05 18:10:00,2008,1502.1752968785672,1486.3613994973155
2409,9,05/07/2008,18:10,Flamengo,Nautico,,,,,Flamengo, Maracanã,3,0,RJ,PE,2008-07-05 18:10:00,2008,1614.9100272386338,1524.933548580143
2421,11,06/07/2008,16:00,Ipatinga,Figueirense,,,,,Figueirense,  Ipatingão,0,1,MG,SC,2008-07-06 16:00:00,2008,1403.2403054280257,1501.4510655511326
2420,11,06/07/2008,16:00,Santos,Botafogo-RJ,,,,,-, Vila Belmiro,2,2,SP,RJ,2008-07-06 16:00:00,2008,1471.0891538884907,1466.183287561811
2419,11,06/07/2008,16:00,Athletico-PR,Internacional,,,,,-,  Kyocera Arena,1,1,PR,RS,2008-07-06 16:00:00,2008,1517.447542487392,1486.5047945301903
2417,11,06/07/2008,16:00,Sao Paulo,Palmeiras,,,,,Sao Paulo, Morumbi,2,1,SP,SP,2008-07-06 16:00:00,2008,1608.239912546522,1554.4432516634347
2418,11,06/07/2008,16:00,Cruzeiro,Atletico-MG,,,,,Cruzeiro, Mineirão,2,1,MG,MG,2008-07-06 16:00:00,2008,1542.5412590883877,1515.029932829908
2413,9,06/07/2008,16:00,Internacional,Coritiba,,,,,Internacional, Beira Rio,3,0,RS,PR,2008-07-06 16:00:00,2008,1487.9260051555584,1459.5503539944066
2412,9,06/07/2008,16:00,Atletico-MG,Palmeiras,,,,,-, Mineirão,1,1,MG,SP,2008-07-06 16:00:00,2008,1500.2942348950266,1540.9010685665546
2411,9,06/07/2008,16:00,Portuguesa,Vitoria,,,,,Vitoria,Canindé,1,2,SP,BA,2008-07-06 16:00:00,2008,1476.3530528381013,1482.6088095807966
2410,9,06/07/2008,16:00,Figueirense,Vasco,,,,,Figueirense, Orlando Scarpelli,2,1,SC,RJ,2008-07-06 16:00:00,2008,1513.0450261576086,1504.1198904014218
2415,9,06/07/2008,18:10,Sao Paulo,Ipatinga,,,,,-, Morumbi,1,1,SP,MG,2008-07-06 18:10:00,2008,1621.782095643402,1391.6463448215497
2416,9,06/07/2008,18:10,Goias,Fluminense,,,,,Goias, Serra Dourada,1,0,GO,RJ,2008-07-06 18:10:00,2008,1429.8452248469762,1469.5893732741986
2422,11,06/07/2008,18:10,Gremio,Portuguesa,,,,,Gremio, Olímpico,2,1,RS,SP,2008-07-06 18:10:00,2008,1571.731125861369,1460.6411099539607
2423,11,06/07/2008,18:10,Nautico,Sport,,,,,Sport,Aflitos,0,2,PE,PE,2008-07-06 18:10:00,2008,1512.9869055310967,1491.460201673859
2424,11,06/07/2008,18:10,Flamengo,Vasco,,,,,Flamengo, Maracanã,3,1,RJ,RJ,2008-07-06 18:10:00,2008,1626.8566702876801,1488.5308177053805
2414,9,06/07/2008,18:10,Botafogo-RJ,Gremio,,,,,Botafogo-RJ,Engenhão,2,0,RJ,RS,2008-07-06 18:10:00,2008,1466.4091960415312,1582.7827368636997
2428,10,09/07/2008,19:30,Coritiba,Portuguesa,,,,,Coritiba, Couto Pereira,4,0,PR,SP,2008-07-09 19:30:00,2008,1444.8542033033598,1449.58949895163
2427,10,09/07/2008,19:30,Internacional,Goias,,,,,Internacional, Beira Rio,1,0,RS,GO,2008-07-09 19:30:00,2008,1502.6221558466052,1447.66756855056
2429,10,09/07/2008,20:30,Fluminense,Athletico-PR,,,,,Fluminense, Maracanã,3,0,RJ,PR,2008-07-09 20:30:00,2008,1451.7670295706148,1516.0263318620239
2430,10,09/07/2008,20:30,Vitoria,Botafogo-RJ,,,,,Vitoria, Barradão,5,2,BA,RJ,2008-07-09 20:30:00,2008,1498.3207524649372,1487.5765802383028
2431,10,09/07/2008,21:45,Atletico-MG,Flamengo,,,,,-, Mineirão,1,1,MG,RJ,2008-07-09 21:45:00,2008,1502.1557801858298,1636.8030535748846
2432,10,09/07/2008,21:45,Santos,Gremio,,,,,-, Vila Belmiro,1,1,SP,RS,2008-07-09 21:45:00,2008,1470.8632454087706,1561.6153526669282
2433,10,09/07/2008,21:45,Nautico,Sao Paulo,,,,,Nautico,Aflitos,2,1,PE,SP,2008-07-09 21:45:00,2008,1495.9968307906115,1612.5029320391232
2434,10,10/07/2008,20:30,Palmeiras,Figueirense,,,,,-,Palestra Itália,1,1,SP,SC,2008-07-10 20:30:00,2008,1539.0395232757514,1528.63409885365
2435,10,10/07/2008,20:30,Ipatinga,Cruzeiro,,,,,-,  Ipatingão,2,2,MG,MG,2008-07-10 20:30:00,2008,1400.9255084258286,1557.276957023269
2436,10,10/07/2008,20:30,Vasco,Sport,,,,,Vasco, São Januário,4,0,RJ,PE,2008-07-10 20:30:00,2008,1478.584434418176,1508.4502764143442
2426,11,12/07/2008,18:10,Goias,Coritiba,,,,,-, Serra Dourada,2,2,GO,PR,2008-07-12 18:10:00,2008,1434.177424796427,1461.072258225184
2425,11,12/07/2008,18:10,Fluminense,Vitoria,,,,,Fluminense, Maracanã,2,1,RJ,BA,2008-07-12 18:10:00,2008,1470.6929921916108,1513.8261227114024
2437,12,16/07/2008,19:30,Sport,Gremio,,,,,-,Ilha do Retiro,2,2,PE,RS,2008-07-16 19:30:00,2008,1491.078281242263,1557.5285880421554
2438,12,16/07/2008,19:30,Botafogo-RJ,Ipatinga,,,,,Botafogo-RJ,Engenhão,4,0,RJ,MG,2008-07-16 19:30:00,2008,1472.0712099918376,1407.67609825223
2439,12,16/07/2008,20:30,Figueirense,Santos,,,,,Figueirense, Orlando Scarpelli,3,0,SC,SP,2008-07-16 20:30:00,2008,1529.1131431382562,1474.9500100335433
2440,12,16/07/2008,20:30,Portuguesa,Nautico,,,,,Portuguesa,Canindé,3,2,SP,PE,2008-07-16 20:30:00,2008,1433.3714440298058,1517.1696822081553
2441,12,16/07/2008,21:45,Cruzeiro,Athletico-PR,,,,,Cruzeiro, Mineirão,1,0,MG,PR,2008-07-16 21:45:00,2008,1550.5263671968676,1497.100369241028
2442,12,16/07/2008,21:45,Palmeiras,Fluminense,,,,,Palmeiras,Palestra Itália,3,1,SP,RJ,2008-07-16 21:45:00,2008,1538.5604789911451,1488.6692038813685
2443,12,16/07/2008,21:45,Vitoria,Sao Paulo,,,,,Sao Paulo, Barradão,1,3,BA,SP,2008-07-16 21:45:00,2008,1495.8499110216446,1591.3300806215793
2444,12,17/07/2008,20:30,Vasco,Goias,,,,,-, São Januário,1,1,RJ,GO,2008-07-17 20:30:00,2008,1495.9564295902571,1435.4135096608632
2445,12,17/07/2008,20:30,Internacional,Atletico-MG,,,,,Internacional, Beira Rio,1,0,RS,MG,2008-07-17 20:30:00,2008,1516.1122996007382,1508.0636639386328
2446,12,17/07/2008,20:30,Coritiba,Flamengo,,,,,Coritiba, Couto Pereira,1,0,PR,RJ,2008-07-17 20:30:00,2008,1459.8361733607478,1630.8951698220817
2447,14,17/07/2008,20:30,Palmeiras,Santos,,,,,Palmeiras,Palestra Itália,4,2,SP,SP,2008-07-17 20:30:00,2008,1552.2785641376777,1461.4243026895967
2448,14,17/07/2008,20:30,Figueirense,Gremio,,,,,Gremio, Orlando Scarpelli,1,7,SC,RS,2008-07-17 20:30:00,2008,1542.6388504822028,1554.5052138865465
2449,14,17/07/2008,20:30,Sport,Athletico-PR,,,,,Sport,Ilha do Retiro,1,0,PE,PR,2008-07-17 20:30:00,2008,1494.101655397872,1483.5415165548538
2459,13,19/07/2008,18:20,Gremio,Cruzeiro,,,,,Gremio, Olímpico,1,0,RS,MG,2008-07-19 18:20:00,2008,1569.9589600430286,1564.0852198830416
2458,13,19/07/2008,18:20,Fluminense,Figueirense,,,,,Fluminense, Maracanã,1,0,RJ,SC,2008-07-19 18:20:00,2008,1474.951118734836,1527.1851043257207
2457,13,19/07/2008,18:20,Ipatinga,Portuguesa,,,,,Ipatinga,  Ipatingão,4,1,MG,SP,2008-07-19 18:20:00,2008,1394.6081055396357,1453.157365888616
2460,13,20/07/2008,16:00,Athletico-PR,Vasco,,,,,Athletico-PR,  Kyocera Arena,3,1,PR,RJ,2008-07-20 16:00:00,2008,1468.0276792196025,1493.196207061754
2461,13,20/07/2008,16:00,Goias,Palmeiras,,,,,Goias, Serra Dourada,3,2,GO,SP,2008-07-20 16:00:00,2008,1438.1737321893663,1564.1874023861071
2462,13,20/07/2008,16:00,Santos,Sport,,,,,Santos, Vila Belmiro,1,0,SP,PE,2008-07-20 16:00:00,2008,1449.5154644411673,1509.6154927331233
2463,13,20/07/2008,16:00,Nautico,Internacional,,,,,-,Aflitos,1,1,PE,RS,2008-07-20 16:00:00,2008,1497.3837603493453,1531.7417125210623
2464,13,20/07/2008,18:10,Flamengo,Vitoria,,,,,Vitoria, Maracanã,0,1,RJ,BA,2008-07-20 18:10:00,2008,1607.597929465395,1484.1394882593202
2465,13,20/07/2008,18:10,Sao Paulo,Botafogo-RJ,,,,,Sao Paulo, Morumbi,2,1,SP,RJ,2008-07-20 18:10:00,2008,1603.0405033839038,1485.139202704432
2466,13,20/07/2008,18:10,Atletico-MG,Coritiba,,,,,Atletico-MG, Mineirão,3,2,MG,PR,2008-07-20 18:10:00,2008,1492.4342510183087,1483.1334137174345
2450,14,23/07/2008,19:30,Coritiba,Ipatinga,,,,,Coritiba, Couto Pereira,1,0,PR,MG,2008-07-23 19:30:00,2008,1467.5616308175538,1413.2791617665594
2451,14,23/07/2008,19:30,Cruzeiro,Goias,,,,,Goias, Mineirão,0,1,MG,GO,2008-07-23 19:30:00,2008,1548.355689846305,1459.7351236867453
2452,14,23/07/2008,20:30,Vitoria,Nautico,,,,,Vitoria, Barradão,2,0,BA,PE,2008-07-23 20:30:00,2008,1505.5971606621204,1498.9608648965752
2453,14,23/07/2008,21:50,Vasco,Fluminense,,,,,-, São Januário,3,3,RJ,RJ,2008-07-23 21:50:00,2008,1476.03917672048,1493.3386218147334
2454,14,23/07/2008,21:50,Internacional,Sao Paulo,,,,,Internacional, Beira Rio,2,0,RS,SP,2008-07-23 21:50:00,2008,1530.1646079738323,1613.8101914334165
2455,14,23/07/2008,21:50,Portuguesa,Flamengo,,,,,-,Canindé,2,2,SP,RJ,2008-07-23 21:50:00,2008,1434.4863096616923,1586.1402570625949
2456,14,23/07/2008,21:50,Botafogo-RJ,Atletico-MG,,,,,Botafogo-RJ,Engenhão,4,0,RJ,MG,2008-07-23 21:50:00,2008,1474.3695146549194,1508.0060339181894
2468,15,26/07/2008,18:10,Ipatinga,Internacional,,,,,Ipatinga,  Ipatingão,1,0,MG,RS,2008-07-26 18:10:00,2008,1399.7588183355626,1549.9438927372123
2467,15,26/07/2008,18:10,Nautico,Coritiba,,,,,Coritiba,Aflitos,1,2,PE,PR,2008-07-26 18:10:00,2008,1483.26644044943,1481.0819742485505
2469,15,26/07/2008,18:10,Fluminense,Cruzeiro,,,,,Cruzeiro, Maracanã,1,3,RJ,MG,2008-07-26 18:10:00,2008,1492.542610648178,1528.3608250656005
2473,15,27/07/2008,16:00,Goias,Sport,,,,,Sport, Serra Dourada,1,2,GO,PE,2008-07-27 16:00:00,2008,1479.7299884674499,1490.8750634565254
2472,15,27/07/2008,16:00,Athletico-PR,Figueirense,,,,,-,  Kyocera Arena,0,0,PR,SC,2008-07-27 16:00:00,2008,1485.1847095608764,1508.7976012458232
2470,15,27/07/2008,16:00,Santos,Vasco,,,,,Santos, Vila Belmiro,5,2,SP,RJ,2008-07-27 16:00:00,2008,1468.2558937177653,1476.8351878870355
2471,15,27/07/2008,16:00,Gremio,Palmeiras,,,,,-, Olímpico,1,1,RS,SP,2008-07-27 16:00:00,2008,1585.6884900797652,1542.6260108887282
2474,15,27/07/2008,18:10,Atletico-MG,Vitoria,,,,,Atletico-MG, Mineirão,2,1,MG,BA,2008-07-27 18:10:00,2008,1490.4618364801922,1521.2915851092655
2475,15,27/07/2008,18:10,Flamengo,Botafogo-RJ,,,,,-, Maracanã,0,0,RJ,RJ,2008-07-27 18:10:00,2008,1579.5684959328457,1491.9137120929165
2476,15,27/07/2008,18:10,Sao Paulo,Portuguesa,,,,,Sao Paulo, Morumbi,3,1,SP,SP,2008-07-27 18:10:00,2008,1594.0309066700365,1441.0580707914414
2477,16,30/07/2008,19:30,Cruzeiro,Nautico,,,,,Cruzeiro, Mineirão,4,2,MG,PE,2008-07-30 19:30:00,2008,1542.7171542935332,1467.1658433888012
2478,16,30/07/2008,19:30,Vitoria,Athletico-PR,,,,,Vitoria, Barradão,2,1,BA,PR,2008-07-30 19:30:00,2008,1503.875537386174,1486.270452234648
2479,16,30/07/2008,20:30,Portuguesa,Fluminense,,,,,Portuguesa,Canindé,3,1,SP,RJ,2008-07-30 20:30:00,2008,1431.680243595086,1478.1862814202452
2480,16,30/07/2008,20:30,Botafogo-RJ,Goias,,,,,Botafogo-RJ,Engenhão,2,0,RJ,GO,2008-07-30 20:30:00,2008,1495.8668447099494,1464.243062165028
2481,16,30/07/2008,21:50,Palmeiras,Flamengo,,,,,Palmeiras,Palestra Itália,1,0,SP,RJ,2008-07-30 21:50:00,2008,1544.5990185196938,1575.6153633158128
2482,16,30/07/2008,21:50,Figueirense,Sao Paulo,,,,,-, Orlando Scarpelli,1,1,SC,SP,2008-07-30 21:50:00,2008,1507.7118585720516,1603.408733866392
2483,16,30/07/2008,21:50,Internacional,Santos,,,,,Santos, Beira Rio,0,1,RS,SP,2008-07-30 21:50:00,2008,1527.428461406275,1484.6509045318307
2484,16,31/07/2008,20:30,Sport,Ipatinga,,,,,Sport,Ilha do Retiro,3,1,PE,MG,2008-07-31 20:30:00,2008,1506.3619897589472,1422.2742496665
2485,16,31/07/2008,20:30,Vasco,Atletico-MG,,,,,Vasco, São Januário,6,1,RJ,MG,2008-07-31 20:30:00,2008,1460.44017707297,1507.8778842032837
2486,16,31/07/2008,20:30,Coritiba,Gremio,,,,,Gremio, Couto Pereira,0,1,PR,RS,2008-07-31 20:30:00,2008,1497.1825713091794,1583.7154824487995
2489,17,02/08/2008,18:20,Fluminense,Internacional,,,,,Internacional, Maracanã,1,2,RJ,RS,2008-08-02 18:20:00,2008,1460.0572992012715,1509.4683767153222
2488,17,02/08/2008,18:20,Nautico,Figueirense,,,,,Figueirense,Aflitos,1,2,PE,SC,2008-08-02 18:20:00,2008,1454.5912870810982,1512.0106966190253
2487,17,02/08/2008,18:20,Goias,Portuguesa,,,,,Goias, Serra Dourada,4,0,GO,SP,2008-08-02 18:20:00,2008,1449.695382683216,1449.8092258140598
2490,17,03/08/2008,16:00,Gremio,Vitoria,,,,,Gremio, Olímpico,2,0,RS,BA,2008-08-03 16:00:00,2008,1595.810898757306,1519.0654864309972
2491,17,03/08/2008,16:00,Ipatinga,Palmeiras,,,,,Palmeiras,  Ipatingão,1,2,MG,SP,2008-08-03 16:00:00,2008,1410.0727546477558,1562.0235916001736
2492,17,03/08/2008,16:00,Flamengo,Cruzeiro,,,,,Cruzeiro, Maracanã,1,2,RJ,MG,2008-08-03 16:00:00,2008,1558.190790235333,1555.2917106012362
2493,17,03/08/2008,16:00,Sao Paulo,Vasco,,,,,Sao Paulo, Morumbi,4,0,SP,RJ,2008-08-03 16:00:00,2008,1599.1098958194182,1478.6112894689193
2494,17,03/08/2008,18:10,Santos,Coritiba,,,,,Coritiba, Vila Belmiro,1,3,SP,PR,2008-08-03 18:10:00,2008,1502.6109892227835,1485.087155000673
2495,17,03/08/2008,18:10,Atletico-MG,Sport,,,,,Atletico-MG, Mineirão,2,1,MG,PE,2008-08-03 18:10:00,2008,1489.7067718073345,1518.5634847776914
2496,17,03/08/2008,18:10,Athletico-PR,Botafogo-RJ,,,,,Botafogo-RJ,  Kyocera Arena,0,3,PR,RJ,2008-08-03 18:10:00,2008,1471.0805031898249,1510.4145241917615
2497,18,06/08/2008,19:30,Gremio,Ipatinga,,,,,Gremio, Olímpico,1,0,RS,MG,2008-08-06 19:30:00,2008,1608.333023912581,1400.6558774992204
2498,18,06/08/2008,19:30,Vasco,Coritiba,,,,,Coritiba, São Januário,0,2,RJ,PR,2008-08-06 19:30:00,2008,1467.9481677962426,1501.893473759038
2499,18,06/08/2008,20:30,Athletico-PR,Nautico,,,,,Athletico-PR,  Kyocera Arena,2,0,PR,PE,2008-08-06 20:30:00,2008,1456.8842023401635,1441.2117345419263
2500,18,06/08/2008,20:30,Sport,Portuguesa,,,,,Sport,Ilha do Retiro,2,0,PE,SP,2008-08-06 20:30:00,2008,1501.2376313670688,1433.803983144327
2501,18,06/08/2008,21:50,Santos,Atletico-MG,,,,,Atletico-MG, Vila Belmiro,2,3,SP,MG,2008-08-06 21:50:00,2008,1485.8046704644185,1507.032625217957
2502,18,06/08/2008,21:50,Goias,Flamengo,,,,,Goias, Serra Dourada,2,1,GO,RJ,2008-08-06 21:50:00,2008,1465.7006253529487,1542.0572857828033
2503,18,06/08/2008,21:50,Fluminense,Sao Paulo,,,,,Fluminense, Maracanã,3,1,RJ,SP,2008-08-06 21:50:00,2008,1446.3175456861125,1609.7730174920948
2505,18,07/08/2008,20:30,Figueirense,Botafogo-RJ,,,,,Botafogo-RJ, Orlando Scarpelli,1,2,SC,RJ,2008-08-07 20:30:00,2008,1525.3902491581973,1524.610825041423
2506,18,07/08/2008,20:30,Cruzeiro,Internacional,,,,,Cruzeiro, Mineirão,2,0,MG,RS,2008-08-07 20:30:00,2008,1571.425215053766,1523.2081302304812
2504,18,07/08/2008,20:30,Palmeiras,Vitoria,,,,,Palmeiras,Palestra Itália,3,0,SP,BA,2008-08-07 20:30:00,2008,1571.440468748709,1506.5433612757222
2507,19,09/08/2008,18:20,Flamengo,Athletico-PR,,,,,Flamengo, Maracanã,1,0,RJ,PR,2008-08-09 18:20:00,2008,1522.5964718919884,1472.1629476673718
2508,19,09/08/2008,18:20,Sao Paulo,Goias,,,,,Sao Paulo, Morumbi,2,1,SP,GO,2008-08-09 18:20:00,2008,1586.7558484603426,1485.1614392437637
2509,19,09/08/2008,18:20,Atletico-MG,Gremio,,,,,Gremio, Mineirão,0,4,MG,RS,2008-08-09 18:20:00,2008,1522.056256427714,1615.7659598834873
2510,19,10/08/2008,16:00,Coritiba,Sport,,,,,Coritiba, Couto Pereira,3,0,PR,PE,2008-08-10 16:00:00,2008,1516.3351898355,1514.1706130632033
2511,19,10/08/2008,16:00,Vitoria,Vasco,,,,,Vitoria, Barradão,5,0,BA,RJ,2008-08-10 16:00:00,2008,1493.49770408046,1453.5064517197807
2512,19,10/08/2008,16:00,Portuguesa,Cruzeiro,,,,,Portuguesa,Canindé,2,1,SP,MG,2008-08-10 16:00:00,2008,1420.8710014481926,1585.218882641949
2513,19,10/08/2008,16:00,Botafogo-RJ,Palmeiras,,,,,Botafogo-RJ,Engenhão,1,0,RJ,SP,2008-08-10 16:00:00,2008,1540.6467187882572,1584.4861259439713
2514,19,10/08/2008,18:10,Ipatinga,Fluminense,,,,,Ipatinga,  Ipatingão,2,1,MG,RJ,2008-08-10 18:10:00,2008,1393.222941528314,1469.3347147178647
2515,19,10/08/2008,18:10,Nautico,Santos,,,,,Nautico,Aflitos,1,0,PE,SP,2008-08-10 18:10:00,2008,1425.932989214718,1470.7810392546614
2516,19,10/08/2008,18:10,Internacional,Figueirense,,,,,-, Beira Rio,1,1,RS,SC,2008-08-10 18:10:00,2008,1509.414462642298,1509.354355411363
2517,20,16/08/2008,18:20,Athletico-PR,Ipatinga,,,,,Athletico-PR,  Kyocera Arena,5,0,PR,MG,2008-08-16 18:20:00,2008,1458.4693206219376,1412.6730039362271
2518,20,16/08/2008,18:20,Figueirense,Portuguesa,,,,,Figueirense, Orlando Scarpelli,2,1,SC,SP,2008-08-16 18:20:00,2008,1509.3571234516141,1443.9213251776002
2519,20,16/08/2008,18:20,Cruzeiro,Vitoria,,,,,Cruzeiro, Mineirão,2,1,MG,BA,2008-08-16 18:20:00,2008,1562.1685589125414,1507.6641293521327
2523,20,17/08/2008,16:00,Goias,Nautico,,,,,Goias, Serra Dourada,3,0,GO,PE,2008-08-17 16:00:00,2008,1473.7110952625758,1443.986923048206
2522,20,17/08/2008,16:00,Vasco,Internacional,,,,,Vasco, São Januário,4,0,RJ,RS,2008-08-17 16:00:00,2008,1439.340026448108,1509.411694602047
2520,20,17/08/2008,16:00,Gremio,Sao Paulo,,,,,Gremio, Olímpico,1,0,RS,SP,2008-08-17 16:00:00,2008,1627.552158158438,1598.2061924415304
2521,20,17/08/2008,16:00,Santos,Flamengo,,,,,-, Vila Belmiro,2,2,SP,RJ,2008-08-17 16:00:00,2008,1452.7271054211733,1536.2900989374225
2524,20,17/08/2008,18:10,Fluminense,Atletico-MG,,,,,Fluminense, Maracanã,1,0,RJ,MG,2008-08-17 18:10:00,2008,1449.8846523099517,1510.2700581527633
2525,20,17/08/2008,18:10,Sport,Botafogo-RJ,,,,,Botafogo-RJ,Ilha do Retiro,0,1,PE,RJ,2008-08-17 18:10:00,2008,1498.2702942176759,1558.6549514457106
2526,20,17/08/2008,18:10,Palmeiras,Coritiba,,,,,Palmeiras,Palestra Itália,1,0,SP,PR,2008-08-17 18:10:00,2008,1566.4778932865179,1532.2355086810273
2527,21,20/08/2008,19:30,Vitoria,Sport,,,,,-, Barradão,0,0,BA,PE,2008-08-20 19:30:00,2008,1494.1537610840037,1485.0234448306574
2528,21,20/08/2008,19:30,Coritiba,Figueirense,,,,,Coritiba, Couto Pereira,3,0,PR,SC,2008-08-20 19:30:00,2008,1517.8073426811266,1522.3788256947473
2530,21,20/08/2008,20:30,Sao Paulo,Athletico-PR,,,,,Sao Paulo, Morumbi,3,1,SP,PR,2008-08-20 20:30:00,2008,1583.5544194340628,1472.372452274744
2529,21,20/08/2008,20:30,Botafogo-RJ,Cruzeiro,,,,,Botafogo-RJ,Engenhão,1,0,RJ,MG,2008-08-20 20:30:00,2008,1571.9018008327291,1575.6789271806704
2531,21,20/08/2008,22:00,Internacional,Palmeiras,,,,,Internacional, Beira Rio,4,1,RS,SP,2008-08-20 22:00:00,2008,1490.2278272266765,1580.9060592864187
2532,21,20/08/2008,22:00,Nautico,Fluminense,,,,,Fluminense,Aflitos,1,3,PE,RJ,2008-08-20 22:00:00,2008,1429.3524418316758,1468.6378363771441
2533,21,20/08/2008,22:00,Ipatinga,Santos,,,,,-,  Ipatingão,1,1,MG,SP,2008-08-20 22:00:00,2008,1398.7698722834207,1456.5027987788135
2534,21,21/08/2008,20:30,Portuguesa,Vasco,,,,,Vasco,Antônio Guimarães,0,1,SP,RJ,2008-08-21 20:30:00,2008,1430.899622934467,1458.5238938234784
2535,21,21/08/2008,20:30,Atletico-MG,Goias,,,,,-, Mineirão,1,1,MG,GO,2008-08-21 20:30:00,2008,1491.5168740855709,1488.345576479106
2536,21,21/08/2008,20:30,Flamengo,Gremio,,,,,Flamengo, Maracanã,2,1,RJ,RS,2008-08-21 20:30:00,2008,1532.5144055797823,1642.2039311659057
2537,22,23/08/2008,18:20,Fluminense,Sport,,,,,-, Maracanã,1,1,RJ,PE,2008-08-23 18:20:00,2008,1482.8363481346078,1485.4438146687473
