ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,datetime,temporada,elo_mandante_antes,elo_visitante_antes
5668,31,16/10/2016,17:00,Cruzeiro,Chapecoense,4-2-3-1,4-1-4-1,L. Venker de Menezes,L. Saroli Caio Júnior,-, Mineirão,0,0,MG,SC,2016-10-16 17:00:00,2016,1508.1609928131309,1490.6624010116623
5669,31,16/10/2016,17:00,Athletico-PR,Coritiba,4-2-3-1,4-2-3-1,P. Autuori de Mello,P. Carpegiani,Athletico-PR,Vila Capanema,2,0,PR,PR,2016-10-16 17:00:00,2016,1505.2028229466946,1488.4071121842721
5670,31,16/10/2016,17:00,Internacional,Flamengo,4-2-3-1,4-2-3-1,C. Juarez Roth,J. Mannarino,Internacional,Estádio José Pinheiro Borda,2,1,RS,RJ,2016-10-16 17:00:00,2016,1433.7457328977537,1624.753170173092
5671,31,16/10/2016,17:02,Figueirense,Palmeiras,4-1-4-1,4-3-3,M. dos Santos Gonçalves,A. Stival,Palmeiras, Orlando Scarpelli,1,2,SC,SP,2016-10-16 17:02:00,2016,1431.116173062399,1619.763036071501
5672,31,16/10/2016,18:31,Corinthians,America-MG,4-1-4-1,4-1-4-1,O. de Oliveira Filho,E. Alves Moreira,Corinthians,Neo Química Arena,2,0,SP,MG,2016-10-16 18:31:00,2016,1521.7447763815442,1374.4098504828548
5673,31,16/10/2016,18:31,Ponte Preta,Santa Cruz,4-1-4-1,4-2-3-1,E. Baptista,D. Ghidoni Junior,Ponte Preta, Moisés Lucarelli,3,0,SP,PE,2016-10-16 18:31:00,2016,1488.1885812880428,1350.3810950027348
5675,31,16/10/2016,19:30,Sport,Vitoria,4-2-3-1,4-2-3-1,D. Pollo Barioni,A. Fucks,Sport,Adelmar da Costa Carvalho,1,0,PE,BA,2016-10-16 19:30:00,2016,1465.3604881321285,1445.857337966214
5674,31,16/10/2016,19:32,Santos,Gremio,4-2-3-1,4-2-3-1,D. Silvestre Júnior,Renato Gaúcho,-,Estádio Urbano Caldeira,1,1,SP,RS,2016-10-16 19:32:00,2016,1582.8922121121504,1528.0065238663528
5676,31,17/10/2016,19:59,Fluminense,Sao Paulo,4-2-3-1,4-2-3-1,L. Culpi,R. Gomes Raymundo,Sao Paulo,Estádio Giulite Coutinho,1,2,RJ,SP,2016-10-17 19:59:00,2016,1521.3447921573493,1470.0696433449468
5677,32,19/10/2016,21:45,Santa Cruz,Botafogo-RJ,4-2-3-1,4-3-1-2,D. Ghidoni Junior,J. Ribeiro Ventura,Botafogo-RJ,Estádio do Arruda,0,1,PE,RJ,2016-10-19 21:45:00,2016,1340.4142457427786,1560.8447281523554
5678,32,22/10/2016,16:59,Sao Paulo,Ponte Preta,4-2-3-1,4-1-4-1,R. Gomes Raymundo,E. Baptista,Sao Paulo, Morumbi,2,0,SP,SP,2016-10-22 16:59:00,2016,1488.4139558747252,1498.155430547999
5682,32,23/10/2016,17:00,Gremio,Internacional,4-2-3-1,4-2-3-1,Renato Gaúcho,C. Juarez Roth,-,Arena do Grêmio,0,0,RS,RS,2016-10-23 17:00:00,2016,1530.5132851733006,1457.7512210758887
5681,32,23/10/2016,17:00,Palmeiras,Sport,4-3-3,4-2-3-1,A. Stival,D. Pollo Barioni,Palmeiras,Allianz Parque,2,1,SP,PE,2016-10-23 17:00:00,2016,1627.83931865813,1480.4632770753146
5679,32,23/10/2016,17:00,Flamengo,Corinthians,4-2-3-1,4-1-4-1,J. Mannarino,O. de Oliveira Filho,-, Maracanã,2,2,RJ,SP,2016-10-23 17:00:00,2016,1600.747681994957,1531.3391987016598
5680,32,23/10/2016,17:00,Vitoria,Cruzeiro,4-2-3-1,4-3-3,A. Fucks,L. Venker de Menezes,Cruzeiro, Barradão,0,1,BA,MG,2016-10-23 17:00:00,2016,1430.7545490230277,1507.3558335632085
5683,32,23/10/2016,18:31,Coritiba,Fluminense,4-2-3-1,4-2-3-1,P. Carpegiani,L. Culpi,-, Couto Pereira,1,1,PR,RJ,2016-10-23 18:31:00,2016,1473.1799812921736,1503.000479627571
5684,32,23/10/2016,19:30,Atletico-MG,Figueirense,4-2-3-1,4-1-4-1,M. de Oliveira Santos,M. dos Santos Gonçalves,Atletico-MG,Estádio Raimundo Sampaio,3,0,MG,SC,2016-10-23 19:30:00,2016,1594.3501856856396,1423.0398904757699
5685,32,23/10/2016,19:32,Chapecoense,Santos,4-1-4-1,4-2-3-1,L. Saroli Caio Júnior,D. Silvestre Júnior,Santos,Arena Condá,0,1,SC,SP,2016-10-23 19:32:00,2016,1491.4675602615846,1580.3854508052027
5686,32,24/10/2016,20:00,America-MG,Athletico-PR,4-1-4-1,4-2-3-1,E. Alves Moreira,P. Autuori de Mello,America-MG,Estádio Raimundo Sampaio,1,0,MG,PR,2016-10-24 20:00:00,2016,1364.8154281627392,1520.4299538387932
5687,33,27/10/2016,20:33,Sport,Ponte Preta,4-2-3-1,4-1-4-1,D. Pollo Barioni,E. Baptista,Sport,Adelmar da Costa Carvalho,1,0,PE,SP,2016-10-27 20:33:00,2016,1470.8704446472552,1481.706936581109
5688,33,28/10/2016,19:30,Fluminense,Vitoria,4-2-3-1,4-3-3,L. Culpi,A. Fucks,-, Maracanã,2,2,RJ,BA,2016-10-28 19:30:00,2016,1501.6305572772128,1418.2260995718225
5689,33,29/10/2016,16:31,Atletico-MG,Flamengo,4-2-3-1,4-2-3-1,M. de Oliveira Santos,J. Mannarino,-, Mineirão,2,2,MG,RJ,2016-10-29 16:31:00,2016,1603.0437828245235,1597.5931571756375
5691,33,29/10/2016,16:31,Corinthians,Chapecoense,4-1-4-1,4-1-4-1,O. de Oliveira Filho,L. Saroli Caio Júnior,-,Neo Química Arena,1,1,SP,SC,2016-10-29 16:31:00,2016,1534.4937235209793,1479.4752610179166
5690,33,29/10/2016,16:33,Athletico-PR,Cruzeiro,4-2-3-1,4-3-3,P. Autuori de Mello,L. Venker de Menezes,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,MG,2016-10-29 16:33:00,2016,1497.7072844776897,1519.8842830144138
5692,33,29/10/2016,18:30,Botafogo-RJ,Coritiba,4-2-3-1,4-1-4-1,J. Ribeiro Ventura,P. Carpegiani,-,Luso-Brasileiro,0,0,RJ,PR,2016-10-29 18:30:00,2016,1567.8669885227964,1474.5499036425317
5693,33,29/10/2016,18:30,Internacional,Santa Cruz,4-2-3-1,4-2-3-1,C. Juarez Roth,A. Felix Teixeira,-,Estádio José Pinheiro Borda,1,1,RS,PE,2016-10-29 18:30:00,2016,1461.0538942708622,1333.3919853723376
5694,33,29/10/2016,19:34,Figueirense,Gremio,4-3-3,4-2-2-2,M. dos Santos Gonçalves,Renato Gaúcho,-, Orlando Scarpelli,0,0,SC,RS,2016-10-29 19:34:00,2016,1414.346293336886,1527.210611978327
5695,33,29/10/2016,19:34,Santos,Palmeiras,4-2-3-1,4-3-3,D. Silvestre Júnior,A. Stival,Santos,Estádio Urbano Caldeira,1,0,SP,SP,2016-10-29 19:34:00,2016,1592.3777500488707,1637.4321510861894
5696,33,31/10/2016,20:02,America-MG,Sao Paulo,4-1-4-1,4-2-3-1,E. Alves Moreira,R. Gomes Raymundo,America-MG,Estádio Raimundo Sampaio,1,0,MG,SP,2016-10-31 20:02:00,2016,1387.5380975238427,1504.8624498416152
5697,34,05/11/2016,17:00,Flamengo,Botafogo-RJ,4-2-3-1,4-3-1-2,J. Mannarino,J. Ribeiro Ventura,-, Maracanã,0,0,RJ,RJ,2016-11-05 17:00:00,2016,1597.8441471722208,1563.670018474883
5698,34,05/11/2016,19:31,Sao Paulo,Corinthians,4-2-3-1,4-1-4-1,R. Gomes Raymundo,O. de Oliveira Filho,Sao Paulo, Morumbi,4,0,SP,SP,2016-11-05 19:31:00,2016,1483.655880999737,1531.9809981787573
5699,34,06/11/2016,11:01,Ponte Preta,Santos,4-1-4-1,4-2-3-1,E. Baptista,D. Silvestre Júnior,Santos, Moisés Lucarelli,1,2,SP,SP,2016-11-06 11:01:00,2016,1465.2080594460606,1610.4410293857109
5700,34,06/11/2016,16:59,Santa Cruz,America-MG,4-2-3-1,4-1-4-1,A. Felix Teixeira,E. Alves Moreira,Santa Cruz,Estádio do Arruda,1,0,PE,MG,2016-11-06 16:59:00,2016,1339.020000213497,1408.7446663657208
5702,34,06/11/2016,16:59,Palmeiras,Internacional,4-2-3-1,4-2-3-1,A. Stival,C. Juarez Roth,Palmeiras,Allianz Parque,1,0,SP,RS,2016-11-06 16:59:00,2016,1619.3688717493492,1455.4258794297027
5703,34,06/11/2016,16:59,Vitoria,Athletico-PR,4-3-3,4-2-3-1,A. Fucks,P. Autuori de Mello,Vitoria, Barradão,3,2,BA,PR,2016-11-06 16:59:00,2016,1421.9948979053593,1514.727188234697
5701,34,06/11/2016,17:00,Cruzeiro,Fluminense,4-2-3-1,4-2-3-1,L. Venker de Menezes,L. Culpi,Cruzeiro, Mineirão,4,2,MG,RJ,2016-11-06 17:00:00,2016,1502.8643792574064,1497.861758943676
5704,34,06/11/2016,19:31,Coritiba,Atletico-MG,4-1-4-1,4-2-3-1,P. Carpegiani,M. de Oliveira Santos,Coritiba, Couto Pereira,2,0,PR,MG,2016-11-06 19:31:00,2016,1478.7468736904452,1602.7927928279403
5705,34,06/11/2016,19:31,Chapecoense,Figueirense,4-1-4-1,4-1-4-1,L. Saroli Caio Júnior,M. dos Santos Gonçalves,Chapecoense,Arena Condá,1,0,SC,SC,2016-11-06 19:31:00,2016,1481.9879863601386,1419.368459250989
5706,34,07/11/2016,20:00,Gremio,Sport,4-2-3-1,4-2-3-1,Renato Gaúcho,D. Pollo Barioni,Sport,Arena do Grêmio,0,3,RS,PE,2016-11-07 20:00:00,2016,1522.188446064224,1487.3693217823036
5707,35,15/11/2016,16:59,Fluminense,Athletico-PR,4-2-3-1,4-2-3-1,M. de Oliveira,P. Autuori de Mello,-, Maracanã,1,1,RJ,PR,2016-11-15 16:59:00,2016,1482.0921222032714,1494.5553070016178
5708,35,16/11/2016,19:30,Botafogo-RJ,Chapecoense,4-2-3-1,4-1-4-1,J. Ribeiro Ventura,L. Saroli Caio Júnior,Chapecoense,Luso-Brasileiro,0,2,RJ,SC,2016-11-16 19:30:00,2016,1565.2387394502796,1495.1350753001311
5709,35,16/11/2016,21:01,Coritiba,Santa Cruz,4-3-3,4-2-3-1,P. Carpegiani,A. Felix Teixeira,Coritiba, Couto Pereira,1,0,PR,PE,2016-11-16 21:01:00,2016,1500.2284388115893,1358.1885172830305
5710,35,16/11/2016,21:45,Sport,Cruzeiro,4-2-3-1,4-2-3-1,D. Pollo Barioni,L. Venker de Menezes,Cruzeiro,Adelmar da Costa Carvalho,0,1,PE,MG,2016-11-16 21:45:00,2016,1504.9674549834,1518.634015997811
5711,35,16/11/2016,21:45,America-MG,Flamengo,4-1-4-1,4-2-3-1,E. Alves Moreira,J. Mannarino,Flamengo, Mineirão,0,1,MG,RJ,2016-11-16 21:45:00,2016,1389.5761492961874,1596.2754261968241
5712,35,16/11/2016,21:45,Figueirense,Corinthians,3-5-1-1,4-1-4-1,M. dos Santos Gonçalves,O. de Oliveira Filho,-, Orlando Scarpelli,1,1,SC,SP,2016-11-16 21:45:00,2016,1406.2213703109965,1513.769785504762
5713,35,17/11/2016,19:32,Santos,Vitoria,4-2-3-1,4-2-3-1,D. Silvestre Júnior,A. Fucks,Santos,Estádio Urbano Caldeira,3,2,SP,BA,2016-11-17 19:32:00,2016,1620.1169319208702,1442.1667791384384
5714,35,17/11/2016,19:33,Sao Paulo,Gremio,4-2-3-1,4-2-3-1,R. Gomes Raymundo,Renato Gaúcho,-, Morumbi,1,1,SP,RS,2016-11-17 19:33:00,2016,1501.8670936737324,1504.5903128631276
5715,35,17/11/2016,20:59,Internacional,Ponte Preta,4-2-3-1,4-1-4-1,C. Juarez Roth,E. Baptista,-,Estádio José Pinheiro Borda,1,1,RS,SP,2016-11-17 20:59:00,2016,1446.4611700505568,1455.5321569109012
5716,35,17/11/2016,21:01,Atletico-MG,Palmeiras,4-2-3-1,4-3-3,M. de Oliveira Santos,A. Stival,-,Estádio Raimundo Sampaio,1,1,MG,SP,2016-11-17 21:01:00,2016,1581.3112277067962,1628.333581128495
5717,36,20/11/2016,16:59,Vitoria,Figueirense,4-2-3-1,4-2-3-1,A. Fucks,M. dos Santos Gonçalves,Vitoria, Barradão,4,0,BA,SC,2016-11-20 16:59:00,2016,1433.7130725603095,1411.021801542293
5718,36,20/11/2016,17:00,Cruzeiro,Santos,4-2-3-1,4-2-3-1,L. Venker de Menezes,D. Silvestre Júnior,-, Mineirão,2,2,MG,SP,2016-11-20 17:00:00,2016,1534.004972007525,1628.5706384989992
5719,36,20/11/2016,17:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-4-2,A. Stival,J. Ribeiro Ventura,Palmeiras,Allianz Parque,1,0,SP,RJ,2016-11-20 17:00:00,2016,1626.1812473157804,1546.053456976795
5721,36,20/11/2016,17:00,Gremio,America-MG,4-2-3-1,4-1-4-1,Renato Gaúcho,E. Alves Moreira,Gremio,Arena do Grêmio,3,0,RS,MG,2016-11-20 17:00:00,2016,1504.4649065530245,1382.1110430994368
5722,36,20/11/2016,17:02,Ponte Preta,Fluminense,4-1-4-1,4-2-3-1,E. Baptista,M. de Oliveira,Ponte Preta, Moisés Lucarelli,1,0,SP,RJ,2016-11-20 17:02:00,2016,1455.1145174185654,1482.6658270147152
5720,36,20/11/2016,17:03,Athletico-PR,Sport,4-2-3-1,4-2-3-1,P. Autuori de Mello,D. Pollo Barioni,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,PE,2016-11-20 17:03:00,2016,1493.981602190174,1489.596498973686
5723,36,20/11/2016,19:29,Flamengo,Coritiba,4-2-3-1,4-4-2,J. Mannarino,P. Carpegiani,-, Maracanã,2,2,RJ,PR,2016-11-20 19:29:00,2016,1603.7405323935748,1510.0288629798335
5724,36,20/11/2016,19:31,Chapecoense,Sao Paulo,4-1-4-1,4-2-3-1,L. Saroli Caio Júnior,R. Gomes Raymundo,Chapecoense,Arena Condá,2,0,SC,SP,2016-11-20 19:31:00,2016,1514.3203577736158,1501.9924999838354
5725,36,20/11/2016,19:31,Santa Cruz,Atletico-MG,4-1-4-1,4-2-3-1,A. Felix Teixeira,M. de Oliveira Santos,-,Estádio do Arruda,3,3,PE,MG,2016-11-20 19:31:00,2016,1348.3880931147862,1583.463561519511
5726,36,21/11/2016,20:00,Corinthians,Internacional,4-1-4-1,4-2-3-1,O. de Oliveira Filho,L. Cirne Lima de Lorenzi,Corinthians,Neo Química Arena,1,0,SP,RS,2016-11-21 20:00:00,2016,1508.9693542734656,1446.8788095428927
5728,37,26/11/2016,20:00,Botafogo-RJ,Ponte Preta,4-3-1-2,4-1-4-1,J. Ribeiro Ventura,E. Baptista,-,Luso-Brasileiro,1,1,RJ,SP,2016-11-26 20:00:00,2016,1533.6794184106961,1472.3806492707315
5727,37,26/11/2016,20:01,America-MG,Sport,4-1-4-1,4-2-3-1,E. Alves Moreira,D. Pollo Barioni,-,Estádio Raimundo Sampaio,2,2,MG,PE,2016-11-26 20:01:00,2016,1371.5237177427266,1473.7984297173448
5729,37,26/11/2016,20:59,Corinthians,Athletico-PR,4-1-4-1,4-2-3-1,O. de Oliveira Filho,P. Autuori de Mello,-,Neo Química Arena,0,0,SP,PR,2016-11-26 20:59:00,2016,1522.140035635338,1509.7796714465153
5733,37,27/11/2016,16:57,Internacional,Cruzeiro,4-2-3-1,4-4-2,L. Cirne Lima de Lorenzi,L. Venker de Menezes,Internacional,Estádio José Pinheiro Borda,1,0,RS,MG,2016-11-27 16:57:00,2016,1433.7081281810201,1538.2554343606475
5732,37,27/11/2016,17:00,Flamengo,Santos,4-2-3-1,4-2-3-1,J. Mannarino,D. Silvestre Júnior,Flamengo, Maracanã,2,0,RJ,SP,2016-11-27 17:00:00,2016,1599.5266464124852,1624.3201761458768
5730,37,27/11/2016,17:00,Atletico-MG,Sao Paulo,4-2-3-1,4-2-3-1,D. Giacomini,L. de Oliveira Preto,Sao Paulo,Estádio Raimundo Sampaio,1,2,MG,SP,2016-11-27 17:00:00,2016,1574.034671457148,1486.5599806820987
5731,37,27/11/2016,17:03,Palmeiras,Chapecoense,4-3-3,4-1-4-1,A. Stival,L. Saroli Caio Júnior,Palmeiras,Allianz Parque,1,0,SP,SC,2016-11-27 17:03:00,2016,1638.5552858818792,1529.7528770753524
5735,37,27/11/2016,19:29,Santa Cruz,Gremio,4-3-3,4-2-3-1,A. Felix Teixeira,J. Freitas,Santa Cruz,Estádio do Arruda,5,1,PE,RS,2016-11-27 19:29:00,2016,1357.816983177149,1515.0522319097347
5734,37,27/11/2016,19:30,Figueirense,Fluminense,3-4-2-1,4-2-3-1,M. dos Santos Gonçalves,M. de Oliveira,Figueirense, Orlando Scarpelli,1,0,SC,RJ,2016-11-27 19:30:00,2016,1396.0652899482345,1465.399695162549
5736,37,28/11/2016,20:01,Coritiba,Vitoria,4-4-2,4-2-3-1,P. Carpegiani,A. Fucks,Vitoria, Couto Pereira,0,1,PR,BA,2016-11-28 20:01:00,2016,1514.242748960923,1448.6695841543678
5741,38,11/12/2016,17:01,Cruzeiro,Corinthians,4-2-3-1,4-1-4-1,L. Venker de Menezes,O. de Oliveira Filho,Cruzeiro, Mineirão,3,2,MG,SP,2016-12-11 17:01:00,2016,1517.5810921520733,1521.5710598501578
5738,38,11/12/2016,17:02,Fluminense,Internacional,4-4-1-1,4-2-3-1,M. de Oliveira,L. Cirne Lima de Lorenzi,-,Estádio Giulite Coutinho,1,1,RJ,RS,2016-12-11 17:02:00,2016,1446.2484492965775,1454.3824703895943
5739,38,11/12/2016,17:03,Gremio,Botafogo-RJ,4-2-3-1,4-2-3-1,Renato Gaúcho,J. Ribeiro Ventura,Botafogo-RJ,Arena do Grêmio,0,1,RS,RJ,2016-12-11 17:03:00,2016,1492.2682226032389,1530.8854363898965
5740,38,11/12/2016,17:04,Sao Paulo,Santa Cruz,4-2-3-1,4-2-3-1,L. de Oliveira Preto,A. Felix Teixeira,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,5,0,SP,PE,2016-12-11 17:04:00,2016,1506.5053249840835,1380.6009924836449
5743,38,11/12/2016,17:05,Athletico-PR,Flamengo,4-2-3-1,4-2-3-1,P. Autuori de Mello,J. Mannarino,-,Estádio Joaquim Américo Guimarães,0,0,PR,RJ,2016-12-11 17:05:00,2016,1510.3486472316956,1616.666496425981
5744,38,11/12/2016,17:05,Vitoria,Palmeiras,4-2-3-1,4-3-3,A. Fucks,A. Stival,Palmeiras, Barradão,1,2,BA,SP,2016-12-11 17:05:00,2016,1467.6539882330335,1649.702361484963
5745,38,11/12/2016,17:05,Ponte Preta,Coritiba,4-1-4-1,4-4-2,F. Moreira,P. Carpegiani,Ponte Preta, Moisés Lucarelli,2,0,SP,PR,2016-12-11 17:05:00,2016,1475.174631291531,1495.2583448822575
5737,38,11/12/2016,17:06,Santos,America-MG,4-2-3-1,4-1-4-1,D. Silvestre Júnior,E. Alves Moreira,Santos,Estádio Urbano Caldeira,1,0,SP,MG,2016-12-11 17:06:00,2016,1607.180326132381,1376.1021536260703
5742,38,11/12/2016,17:07,Sport,Figueirense,4-2-3-1,3-5-1-1,D. Pollo Barioni,M. dos Santos Gonçalves,Sport,Adelmar da Costa Carvalho,2,0,PE,SC,2016-12-11 17:07:00,2016,1469.2199938340011,1415.216535814206
5746,1,13/05/2017,16:01,Flamengo,Atletico-MG,4-2-3-1,4-3-2-1,J. Mannarino,R. Machado Marques,-, Maracanã,1,1,RJ,MG,2017-05-13 16:01:00,2017,1578.3423818163035,1537.8625290086143
5747,1,13/05/2017,19:02,Corinthians,Chapecoense,4-1-4-1,4-2-3-1,F. Carille,V. Carmo Mancini,-,Neo Química Arena,1,1,SP,SC,2017-05-13 19:02:00,2017,1503.7711261871495,1513.024061030588
5748,1,14/05/2017,11:00,Fluminense,Santos,4-2-3-1,4-2-3-1,A. da Silva Braga,D. Silvestre Júnior,Fluminense, Maracanã,3,2,RJ,SP,2017-05-14 11:00:00,2017,1462.6360764721303,1579.71068341935
5752,1,14/05/2017,16:01,Avai,Vitoria,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,D. Petkovic,-,  Ressacada,0,0,SC,BA,2017-05-14 16:01:00,2017,1429.170436180638,1471.5423473867424
5749,1,14/05/2017,16:01,Cruzeiro,Sao Paulo,4-2-3-1,3-4-3,L. Venker de Menezes,R. Ceni,Cruzeiro, Mineirão,1,0,MG,SP,2017-05-14 16:01:00,2017,1523.6353802144122,1511.8638525762094
5751,1,14/05/2017,16:01,Ponte Preta,Sport,4-2-3-1,4-2-3-1,G. Kleina,N. da Silveira Júnior,Ponte Preta, Moisés Lucarelli,4,0,SP,PE,2017-05-14 16:01:00,2017,1494.468944182647,1487.9270154021494
5750,1,14/05/2017,16:04,Bahia,Athletico-PR,4-2-3-1,3-4-1-2,A. Ferreira,P. Autuori de Mello,Bahia,Itaipava Arena Fonte Nova,6,2,BA,PR,2017-05-14 16:04:00,2017,1429.170436180638,1510.56821874407
5753,1,14/05/2017,16:06,Palmeiras,Vasco,4-3-3,4-2-3-1,A. Stival,M. Mendes,Palmeiras,Allianz Parque,4,0,SP,RJ,2017-05-14 16:06:00,2017,1610.607097415855,1429.170436180638
5754,1,14/05/2017,19:01,Gremio,Botafogo-RJ,4-2-3-1,4-3-2-1,Renato Gaúcho,J. Ribeiro Ventura,Gremio,Arena do Grêmio,2,0,RS,RJ,2017-05-14 19:01:00,2017,1484.6275264711012,1531.5800348240934
5755,1,15/05/2017,20:02,Coritiba,Atletico-GO,4-3-3,4-1-4-1,E. Pacheco,M. Ribeiro Cabo,Coritiba, Couto Pereira,4,1,PR,GO,2017-05-15 20:02:00,2017,1484.834139139005,1429.170436180638
5756,2,20/05/2017,16:01,Santos,Coritiba,4-2-3-1,4-3-3,D. Silvestre Júnior,E. Pacheco,Santos,Estádio Urbano Caldeira,1,0,SP,PR,2017-05-20 16:01:00,2017,1558.5144002956913,1498.2924407130242
5757,2,20/05/2017,18:59,Atletico-GO,Flamengo,4-5-1,4-2-3-1,M. Ribeiro Cabo,J. Mannarino,Flamengo,Estádio do Governo do Estado de Goiás (Serra Dourada),0,3,GO,RJ,2017-05-20 18:59:00,2017,1415.7121346066187,1576.4866052980856
5758,2,20/05/2017,19:01,Chapecoense,Palmeiras,4-1-4-1,4-3-3,V. Carmo Mancini,A. Stival,Chapecoense,Arena Condá,1,0,SC,SP,2017-05-20 19:01:00,2017,1512.598048348152,1618.93655267224
5759,2,21/05/2017,11:00,Vasco,Bahia,4-2-3-1,4-2-3-1,M. Mendes,A. Ferreira,Vasco,Estádio Vasco da Gama,2,1,RJ,BA,2017-05-21 11:00:00,2017,1420.840980924253,1448.8518330728627
5761,2,21/05/2017,16:00,Vitoria,Corinthians,4-2-3-1,4-1-4-1,D. Petkovic,F. Carille,Corinthians,Itaipava Arena Fonte Nova,0,1,BA,SP,2017-05-21 16:00:00,2017,1469.6006656419006,1504.1971388695856
5760,2,21/05/2017,16:01,Athletico-PR,Gremio,4-2-3-1,4-2-3-1,P. Autuori de Mello,Renato Gaúcho,Gremio,Estádio Joaquim Américo Guimarães,0,2,PR,RS,2017-05-21 16:01:00,2017,1490.8868218518453,1502.776701919225
5762,2,21/05/2017,16:01,Atletico-MG,Fluminense,4-2-3-1,4-2-3-1,R. Machado Marques,A. da Silva Braga,Fluminense,Estádio Raimundo Sampaio,1,2,MG,RJ,2017-05-21 16:01:00,2017,1539.7183055268322,1483.832359595789
5763,2,21/05/2017,17:59,Botafogo-RJ,Ponte Preta,4-4-1-1,4-4-2,J. Ribeiro Ventura,G. Kleina,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,SP,2017-05-21 17:59:00,2017,1513.4308593759697,1510.1677128273577
5764,2,21/05/2017,19:02,Sport,Cruzeiro,4-3-3,4-2-3-1,N. da Silveira Júnior,L. Venker de Menezes,-,Adelmar da Costa Carvalho,1,1,PE,MG,2017-05-21 19:02:00,2017,1472.2282467574387,1539.093488669291
5765,2,22/05/2017,20:00,Sao Paulo,Avai,4-3-2-1,4-2-3-1,R. Ceni,C. dos Santos Oliveira,Sao Paulo, Morumbi,2,0,SP,SC,2017-05-22 20:00:00,2017,1496.4057441213306,1431.1121179254799
5766,3,27/05/2017,16:00,Vasco,Fluminense,4-2-3-1,4-3-3,M. Mendes,A. da Silva Braga,Vasco,Estádio Vasco da Gama,3,2,RJ,RJ,2017-05-27 16:00:00,2017,1438.1281407574272,1502.3840333992205
5767,3,27/05/2017,19:04,Sao Paulo,Palmeiras,3-4-3,4-3-2-1,R. Ceni,A. Stival,Sao Paulo, Morumbi,2,0,SP,SP,2017-05-27 19:04:00,2017,1509.4337672526055,1598.1868771587551
5768,3,27/05/2017,21:00,Vitoria,Coritiba,4-2-3-1,4-3-3,D. Petkovic,E. Pacheco,Coritiba,Itaipava Arena Fonte Nova,0,1,BA,PR,2017-05-27 21:00:00,2017,1455.1886470300822,1485.0383200807883
5769,3,28/05/2017,11:01,Atletico-MG,Ponte Preta,4-2-3-1,5-4-1,R. Machado Marques,G. Kleina,-,Estádio Raimundo Sampaio,2,2,MG,SP,2017-05-28 11:01:00,2017,1521.1666317234008,1494.3179818608864
5770,3,28/05/2017,16:00,Athletico-PR,Flamengo,4-2-3-1,4-2-3-1,E. Baptista,J. Mannarino,-,Estádio Joaquim Américo Guimarães,1,1,PR,RJ,2017-05-28 16:00:00,2017,1475.434157412894,1585.569489576237
5772,3,28/05/2017,16:00,Atletico-GO,Corinthians,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,F. Carille,Corinthians,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SP,2017-05-28 16:00:00,2017,1406.6292503284674,1518.609157481404
5771,3,28/05/2017,16:02,Santos,Cruzeiro,4-2-3-1,4-3-2-1,D. Silvestre Júnior,L. Venker de Menezes,Cruzeiro,Estádio Urbano Caldeira,0,1,SP,MG,2017-05-28 16:02:00,2017,1571.7685209279273,1536.051692502794
5773,3,28/05/2017,18:00,Sport,Gremio,4-2-3-1,3-4-3,D. Pollo Barioni,Renato Gaúcho,Sport,Adelmar da Costa Carvalho,4,3,PE,RS,2017-05-28 18:00:00,2017,1475.2700429239358,1518.2293663581763
5774,3,28/05/2017,19:00,Botafogo-RJ,Bahia,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,A. Ferreira,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,BA,2017-05-28 19:00:00,2017,1529.280590342441,1431.5646732396885
5775,3,29/05/2017,20:00,Chapecoense,Avai,4-1-4-1,4-2-3-1,V. Carmo Mancini,C. dos Santos Oliveira,Chapecoense,Arena Condá,2,0,SC,SC,2017-05-29 20:00:00,2017,1533.3477238616367,1418.084094794205
5776,4,03/06/2017,16:01,Coritiba,Athletico-PR,4-3-3,4-2-3-1,E. Pacheco,E. Baptista,Coritiba, Couto Pereira,1,0,PR,PR,2017-06-03 16:01:00,2017,1499.6670640440054,1480.3427531428601
5777,4,03/06/2017,18:00,Fluminense,Vitoria,4-3-3,4-4-1-1,A. da Silva Braga,D. Petkovic,Fluminense, Maracanã,2,1,RJ,BA,2017-06-03 18:00:00,2017,1483.4582225475315,1440.559903066865
5778,4,03/06/2017,19:01,Corinthians,Santos,4-2-3-1,4-2-3-1,F. Carille,D. Silvestre Júnior,Corinthians,Neo Química Arena,2,0,SP,SP,2017-06-03 19:01:00,2017,1529.623736750867,1554.1294700182195
